Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
2022,Brisbane,Medically treated,25 to 29,Unknown,Driver,2
2021,Central,Hospitalised,25 to 29,Female,Passenger,2
2021,Far Northern,Medically treated,40 to 49,Female,Motorcyclist,1
2021,North Coast,Fatality,30 to 39,Male,Driver,1
2022,North Coast,Fatality,60 to 74,Male,Motorcyclist,1
2020,North Coast,Hospitalised,40 to 49,Female,Pedestrian,2
2022,South Eastern,Hospitalised,25 to 29,Female,Motorcyclist,2
2021,South Eastern,Minor injury,30 to 39,Female,Bicyclist,1
2022,Central,Medically treated,0 to 16,Male,Driver,1
2022,Far Northern,Minor injury,Unknown,Female,Bicyclist,1
2021,Brisbane,Minor injury,17 to 24,Male,Bicyclist,3
2022,North Coast,Medically treated,50 to 59,Male,Other,1
2022,North Coast,Minor injury,17 to 24,Male,Bicyclist,1
2002,Brisbane,Minor injury,Unknown,Female,Motorcyclist,1
2002,South Eastern,Fatality,40 to 49,Male,Driver,3
2002,South Eastern,Medically treated,Unknown,Female,Driver,1
2002,South Eastern,Hospitalised,50 to 59,Male,Pedestrian,3
2001,Central,Minor injury,75 and over,Male,Passenger,1
2002,South Eastern,Medically treated,30 to 39,Female,Bicyclist,2
2002,South Eastern,Hospitalised,17 to 24,Female,Bicyclist,2
2002,Far Northern,Hospitalised,75 and over,Female,Driver,2
2002,Central,Minor injury,50 to 59,Male,Motorcyclist,4
2002,Central,Medically treated,30 to 39,Male,Passenger,1
2002,Far Northern,Hospitalised,40 to 49,Male,Pedestrian,2
2002,Far Northern,Hospitalised,25 to 29,Male,Motorcyclist,8
2002,Southern,Minor injury,25 to 29,Male,Pedestrian,2
2002,Central,Minor injury,60 to 74,Male,Driver,3
2002,Southern,Minor injury,50 to 59,Female,Passenger,3
2002,Unknown,Minor injury,17 to 24,Male,Driver,2
2002,Unknown,Minor injury,17 to 24,Female,Driver,1
2001,North Coast,Minor injury,Unknown,Female,Passenger,1
2002,Central,Fatality,30 to 39,Female,Driver,1
2002,Southern,Hospitalised,40 to 49,Female,Pedestrian,4
2002,Central,Fatality,30 to 39,Male,Driver,1
2001,Northern,Minor injury,50 to 59,Male,Pedestrian,1
2014,Central,Minor injury,0 to 16,Male,Motorcyclist,1
2014,Far Northern,Medically treated,75 and over,Male,Motorcyclist,1
2012,South Eastern,Medically treated,60 to 74,Unknown,Passenger,1
2012,Southern,Medically treated,30 to 39,Female,Motorcyclist,2
2012,North Coast,Medically treated,30 to 39,Male,Other,1
2014,North Coast,Hospitalised,0 to 16,Female,Motorcyclist,1
2014,Northern,Minor injury,40 to 49,Male,Passenger,1
2013,Southern,Medically treated,0 to 16,Male,Pedestrian,2
2014,South Eastern,Medically treated,75 and over,Female,Pedestrian,1
2013,Far Northern,Medically treated,25 to 29,Male,Motorcyclist,1
2014,Southern,Medically treated,0 to 16,Male,Motorcyclist,1
2013,South Eastern,Medically treated,30 to 39,Male,Pedestrian,1
2014,Northern,Medically treated,50 to 59,Male,Other,1
2015,Central,Fatality,17 to 24,Female,Passenger,1
2015,Southern,Fatality,40 to 49,Female,Driver,1
2015,Brisbane,Fatality,17 to 24,Female,Pedestrian,1
2015,South Eastern,Fatality,0 to 16,Male,Pedestrian,1
2015,Far Northern,Fatality,40 to 49,Male,Pedestrian,1
2015,Far Northern,Fatality,60 to 74,Male,Driver,1
2013,Northern,Minor injury,40 to 49,Male,Passenger,1
2002,South Eastern,Medically treated,40 to 49,Female,Motorcyclist,2
2002,Central,Medically treated,0 to 16,Female,Bicyclist,3
2002,South Eastern,Fatality,60 to 74,Male,Driver,2
2002,South Eastern,Minor injury,17 to 24,Male,Bicyclist,2
2002,Brisbane,Medically treated,50 to 59,Female,Pedestrian,5
2002,Far Northern,Medically treated,0 to 16,Female,Bicyclist,2
2002,North Coast,Hospitalised,75 and over,Male,Pedestrian,1
2002,North Coast,Hospitalised,40 to 49,Female,Motorcyclist,2
2002,Northern,Hospitalised,0 to 16,Male,Motorcyclist,1
2002,North Coast,Minor injury,50 to 59,Male,Passenger,2
2002,Unknown,Minor injury,50 to 59,Female,Passenger,1
2002,North Coast,Hospitalised,Unknown,Female,Passenger,2
2002,Southern,Fatality,30 to 39,Male,Passenger,1
2003,Brisbane,Fatality,40 to 49,Male,Pedestrian,1
2002,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,2
2002,Southern,Medically treated,50 to 59,Male,Bicyclist,1
2003,Northern,Fatality,30 to 39,Male,Motorcyclist,1
2002,Far Northern,Medically treated,50 to 59,Male,Pedestrian,2
2003,Unknown,Medically treated,Unknown,Male,Passenger,1
2002,Southern,Medically treated,75 and over,Male,Passenger,2
2002,Northern,Medically treated,0 to 16,Male,Other,1
2002,Brisbane,Hospitalised,0 to 16,Female,Driver,2
2003,Brisbane,Minor injury,60 to 74,Male,Passenger,1
2003,Central,Minor injury,25 to 29,Female,Passenger,1
2022,North Coast,Fatality,17 to 24,Female,Driver,1
2021,Central,Hospitalised,75 and over,Male,Motorcyclist,1
2021,South Eastern,Hospitalised,50 to 59,Female,Motorcyclist,7
2022,South Eastern,Medically treated,0 to 16,Female,Driver,1
2022,Brisbane,Minor injury,25 to 29,Female,Motorcyclist,2
2021,Central,Hospitalised,30 to 39,Female,Motorcyclist,2
2021,North Coast,Hospitalised,40 to 49,Female,Pedestrian,2
2021,Central,Hospitalised,17 to 24,Male,Pedestrian,1
2020,Brisbane,Minor injury,25 to 29,Unknown,Motorcyclist,1
2021,Central,Medically treated,50 to 59,Male,Motorcyclist,3
2022,Northern,Fatality,40 to 49,Male,Driver,1
2017,North Coast,Fatality,25 to 29,Male,Passenger,1
2022,Far Northern,Medically treated,40 to 49,Female,Passenger,1
2022,Far Northern,Medically treated,0 to 16,Male,Passenger,2
2019,Central,Fatality,75 and over,Male,Pedestrian,2
2022,North Coast,Hospitalised,60 to 74,Male,Pedestrian,1
2015,Far Northern,Medically treated,Unknown,Unknown,Passenger,1
2021,Northern,Medically treated,60 to 74,Female,Bicyclist,1
2022,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,1
2021,South Eastern,Medically treated,17 to 24,Female,Pedestrian,2
2022,Far Northern,Hospitalised,75 and over,Male,Bicyclist,1
2020,Far Northern,Medically treated,30 to 39,Female,Motorcyclist,1
2020,Northern,Hospitalised,0 to 16,Female,Pedestrian,1
2020,South Eastern,Fatality,30 to 39,Male,Pedestrian,1
2022,North Coast,Medically treated,Unknown,Female,Pedestrian,1
2021,Brisbane,Medically treated,50 to 59,Female,Bicyclist,3
2020,Brisbane,Medically treated,75 and over,Female,Pedestrian,1
2003,North Coast,Fatality,40 to 49,Male,Motorcyclist,1
2017,South Eastern,Hospitalised,17 to 24,Female,Bicyclist,1
2018,South Eastern,Medically treated,Unknown,Female,Motorcyclist,1
2018,Southern,Medically treated,0 to 16,Female,Driver,2
2017,North Coast,Hospitalised,25 to 29,Unknown,Driver,1
2017,Central,Minor injury,50 to 59,Male,Motorcyclist,1
2017,Brisbane,Medically treated,0 to 16,Male,Other,1
2017,North Coast,Hospitalised,25 to 29,Male,Bicyclist,1
2018,North Coast,Minor injury,25 to 29,Female,Bicyclist,1
2017,Far Northern,Hospitalised,0 to 16,Female,Bicyclist,1
2001,Central,Fatality,75 and over,Female,Pedestrian,1
2020,South Eastern,Fatality,17 to 24,Female,Driver,1
2022,Far Northern,Medically treated,40 to 49,Female,Pedestrian,1
2021,Far Northern,Medically treated,25 to 29,Male,Motorcyclist,1
2022,Southern,Fatality,30 to 39,Male,Motorcyclist,3
2020,Brisbane,Hospitalised,0 to 16,Unknown,Passenger,1
2021,Brisbane,Hospitalised,0 to 16,Unknown,Pedestrian,1
2017,Far Northern,Minor injury,0 to 16,Male,Bicyclist,1
2021,Southern,Medically treated,17 to 24,Female,Pedestrian,1
2022,North Coast,Fatality,25 to 29,Male,Pedestrian,1
2022,North Coast,Minor injury,Unknown,Unknown,Passenger,1
2021,Brisbane,Minor injury,0 to 16,Male,Pedestrian,1
2020,South Eastern,Minor injury,40 to 49,Male,Other,1
2021,Northern,Hospitalised,60 to 74,Male,Passenger,2
2021,South Eastern,Hospitalised,17 to 24,Female,Motorcyclist,2
2022,Southern,Minor injury,60 to 74,Male,Passenger,2
2021,North Coast,Hospitalised,0 to 16,Female,Motorcyclist,1
2021,Northern,Medically treated,60 to 74,Male,Motorcyclist,2
2020,Far Northern,Minor injury,50 to 59,Male,Motorcyclist,1
2022,Northern,Medically treated,30 to 39,Male,Pedestrian,2
2022,Central,Minor injury,50 to 59,Female,Motorcyclist,1
2022,South Eastern,Minor injury,0 to 16,Male,Driver,1
2021,Far Northern,Hospitalised,75 and over,Male,Bicyclist,1
2021,Southern,Medically treated,40 to 49,Unknown,Passenger,1
2021,Northern,Medically treated,75 and over,Female,Driver,1
2018,Northern,Fatality,25 to 29,Male,Passenger,1
2021,North Coast,Fatality,30 to 39,Female,Driver,2
2021,Brisbane,Minor injury,75 and over,Male,Passenger,1
2022,Central,Medically treated,0 to 16,Female,Bicyclist,1
2020,Southern,Fatality,75 and over,Female,Passenger,1
2021,Central,Hospitalised,60 to 74,Female,Bicyclist,1
2021,South Eastern,Minor injury,25 to 29,Female,Pedestrian,1
2022,South Eastern,Medically treated,17 to 24,Female,Pedestrian,1
2018,South Eastern,Hospitalised,60 to 74,Female,Pedestrian,2
2021,Far Northern,Medically treated,30 to 39,Male,Bicyclist,1
2022,Far Northern,Hospitalised,30 to 39,Female,Pedestrian,1
2022,Brisbane,Hospitalised,60 to 74,Unknown,Pedestrian,1
2020,Southern,Medically treated,50 to 59,Male,Passenger,1
2020,Northern,Minor injury,60 to 74,Male,Passenger,1
2021,Far Northern,Minor injury,30 to 39,Male,Passenger,2
2017,Southern,Hospitalised,75 and over,Female,Pedestrian,1
2022,Central,Medically treated,60 to 74,Male,Passenger,1
2019,Northern,Fatality,0 to 16,Male,Bicyclist,1
2022,Southern,Minor injury,25 to 29,Female,Passenger,1
2022,Far Northern,Minor injury,30 to 39,Female,Passenger,1
2008,Brisbane,Fatality,75 and over,Male,Pedestrian,1
2007,North Coast,Hospitalised,40 to 49,Female,Pedestrian,1
2007,Far Northern,Fatality,17 to 24,Male,Motorcyclist,1
2006,Far Northern,Medically treated,40 to 49,Female,Pedestrian,1
2007,Northern,Hospitalised,17 to 24,Male,Bicyclist,3
2007,Far Northern,Fatality,0 to 16,Male,Pedestrian,1
2007,Far Northern,Minor injury,Unknown,Male,Pedestrian,1
2007,South Eastern,Fatality,30 to 39,Female,Pedestrian,1
2007,North Coast,Medically treated,50 to 59,Male,Pedestrian,1
2007,North Coast,Minor injury,25 to 29,Male,Bicyclist,1
2007,Northern,Fatality,50 to 59,Male,Pedestrian,1
2007,North Coast,Hospitalised,40 to 49,Female,Bicyclist,1
2008,Far Northern,Fatality,30 to 39,Female,Passenger,1
2007,Central,Fatality,0 to 16,Male,Passenger,1
2007,Brisbane,Fatality,50 to 59,Male,Pedestrian,1
2007,Northern,Fatality,60 to 74,Male,Driver,1
2007,Southern,Hospitalised,50 to 59,Male,Pedestrian,2
2007,South Eastern,Fatality,50 to 59,Female,Driver,1
2006,Northern,Minor injury,50 to 59,Female,Motorcyclist,1
2007,Far Northern,Medically treated,25 to 29,Male,Pedestrian,1
2007,Far Northern,Fatality,50 to 59,Male,Bicyclist,1
2007,Unknown,Hospitalised,25 to 29,Male,Driver,1
2007,Southern,Fatality,0 to 16,Male,Motorcyclist,1
2006,Far Northern,Hospitalised,30 to 39,Female,Bicyclist,1
2007,North Coast,Fatality,60 to 74,Male,Motorcyclist,1
2008,North Coast,Minor injury,17 to 24,Female,Pedestrian,1
2009,South Eastern,Hospitalised,30 to 39,Female,Pedestrian,1
2009,South Eastern,Medically treated,17 to 24,Female,Bicyclist,1
2008,Far Northern,Hospitalised,17 to 24,Female,Motorcyclist,1
2012,South Eastern,Fatality,30 to 39,Male,Passenger,1
2009,North Coast,Fatality,30 to 39,Female,Passenger,1
2009,Central,Fatality,30 to 39,Male,Motorcyclist,1
2009,Central,Minor injury,17 to 24,Male,Pedestrian,1
2009,Brisbane,Minor injury,60 to 74,Female,Bicyclist,1
2008,Central,Minor injury,75 and over,Female,Passenger,1
2007,South Eastern,Minor injury,40 to 49,Male,Pedestrian,1
2008,Southern,Hospitalised,30 to 39,Female,Pedestrian,1
2008,North Coast,Medically treated,40 to 49,Male,Pedestrian,1
2007,Central,Minor injury,50 to 59,Male,Bicyclist,1
2007,Brisbane,Minor injury,50 to 59,Male,Bicyclist,1
2018,Far Northern,Hospitalised,40 to 49,Female,Motorcyclist,1
2017,Southern,Hospitalised,Unknown,Female,Passenger,1
2018,Northern,Hospitalised,25 to 29,Female,Bicyclist,1
2017,Central,Medically treated,Unknown,Unknown,Passenger,1
2017,Northern,Minor injury,17 to 24,Male,Bicyclist,1
2001,Brisbane,Minor injury,Unknown,Unknown,Motorcyclist,1
2001,Northern,Minor injury,Unknown,Unknown,Passenger,2
2002,Southern,Minor injury,Unknown,Unknown,Motorcyclist,2
2002,Far Northern,Minor injury,Unknown,Unknown,Passenger,2
2003,Southern,Minor injury,Unknown,Unknown,Driver,1
2003,North Coast,Medically treated,Unknown,Unknown,Passenger,2
2004,Central,Minor injury,Unknown,Unknown,Passenger,3
2004,North Coast,Minor injury,Unknown,Unknown,Bicyclist,1
2005,Brisbane,Minor injury,Unknown,Unknown,Bicyclist,1
2005,Central,Minor injury,Unknown,Unknown,Driver,1
2005,Brisbane,Minor injury,Unknown,Unknown,Driver,1
2006,South Eastern,Medically treated,Unknown,Unknown,Passenger,26
2010,North Coast,Minor injury,Unknown,Unknown,Driver,1
2010,Brisbane,Minor injury,Unknown,Unknown,Motorcyclist,2
2010,Southern,Minor injury,Unknown,Unknown,Driver,1
2010,South Eastern,Hospitalised,Unknown,Unknown,Passenger,2
2010,Northern,Minor injury,Unknown,Unknown,Driver,1
2011,Southern,Medically treated,Unknown,Unknown,Passenger,1
2013,South Eastern,Medically treated,Unknown,Unknown,Passenger,1
2013,Brisbane,Hospitalised,Unknown,Unknown,Passenger,2
2008,Southern,Minor injury,Unknown,Unknown,Driver,1
2008,Brisbane,Hospitalised,Unknown,Unknown,Passenger,3
2008,South Eastern,Minor injury,Unknown,Unknown,Passenger,1
2008,Far Northern,Minor injury,Unknown,Unknown,Motorcyclist,1
2009,Northern,Hospitalised,Unknown,Unknown,Passenger,1
2009,North Coast,Minor injury,Unknown,Unknown,Motorcyclist,1
2010,North Coast,Fatality,17 to 24,Male,Motorcyclist,1
2010,Southern,Minor injury,50 to 59,Female,Pedestrian,1
2009,Southern,Hospitalised,75 and over,Male,Pedestrian,1
2009,North Coast,Fatality,40 to 49,Female,Driver,1
2009,Brisbane,Minor injury,75 and over,Male,Passenger,1
2010,Brisbane,Fatality,40 to 49,Male,Pedestrian,1
2009,South Eastern,Fatality,17 to 24,Male,Motorcyclist,1
2010,Far Northern,Fatality,17 to 24,Male,Motorcyclist,1
2010,North Coast,Hospitalised,75 and over,Male,Pedestrian,1
2009,Southern,Fatality,60 to 74,Male,Pedestrian,1
2008,Far Northern,Medically treated,17 to 24,Female,Motorcyclist,1
2009,South Eastern,Fatality,17 to 24,Male,Passenger,1
2002,Unknown,Medically treated,40 to 49,Male,Driver,2
2002,Brisbane,Fatality,30 to 39,Female,Passenger,1
2001,Northern,Medically treated,Unknown,Male,Passenger,1
2002,Northern,Hospitalised,0 to 16,Female,Bicyclist,1
2002,North Coast,Fatality,50 to 59,Male,Driver,3
2002,Unknown,Medically treated,0 to 16,Male,Bicyclist,1
2002,Southern,Fatality,25 to 29,Male,Motorcyclist,1
2002,Central,Medically treated,60 to 74,Male,Motorcyclist,1
2002,Brisbane,Fatality,60 to 74,Male,Driver,1
2002,Northern,Fatality,40 to 49,Male,Pedestrian,1
2002,Central,Fatality,30 to 39,Male,Motorcyclist,1
2001,North Coast,Minor injury,17 to 24,Male,Pedestrian,4
2001,Central,Minor injury,30 to 39,Female,Pedestrian,1
2001,Southern,Minor injury,50 to 59,Male,Motorcyclist,2
2001,Far Northern,Fatality,75 and over,Male,Passenger,1
2001,Far Northern,Fatality,25 to 29,Male,Passenger,1
2001,Unknown,Medically treated,50 to 59,Female,Passenger,2
2002,Central,Hospitalised,30 to 39,Female,Pedestrian,1
2001,Central,Hospitalised,40 to 49,Female,Bicyclist,1
2001,Unknown,Minor injury,17 to 24,Male,Motorcyclist,1
2001,Southern,Hospitalised,25 to 29,Male,Bicyclist,1
2001,Southern,Fatality,0 to 16,Female,Passenger,1
2001,North Coast,Minor injury,17 to 24,Female,Bicyclist,1
2001,Unknown,Hospitalised,30 to 39,Male,Motorcyclist,1
2002,Southern,Fatality,40 to 49,Male,Motorcyclist,1
2001,North Coast,Hospitalised,75 and over,Male,Passenger,1
2001,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,1
2001,South Eastern,Hospitalised,75 and over,Male,Bicyclist,1
2001,Central,Minor injury,40 to 49,Female,Pedestrian,1
2012,Brisbane,Hospitalised,60 to 74,Female,Motorcyclist,2
2010,Brisbane,Minor injury,Unknown,Male,Driver,1
2012,Northern,Fatality,17 to 24,Male,Driver,2
2012,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,3
2013,North Coast,Medically treated,75 and over,Female,Pedestrian,1
2012,South Eastern,Minor injury,60 to 74,Male,Bicyclist,1
2012,Southern,Fatality,25 to 29,Female,Driver,1
2011,Far Northern,Hospitalised,60 to 74,Male,Motorcyclist,1
2012,Central,Medically treated,75 and over,Male,Passenger,1
2012,Northern,Medically treated,60 to 74,Male,Bicyclist,1
2012,Central,Minor injury,30 to 39,Male,Motorcyclist,1
2011,Central,Fatality,60 to 74,Male,Driver,1
2019,Southern,Hospitalised,17 to 24,Female,Pedestrian,1
2022,Far Northern,Fatality,17 to 24,Male,Driver,1
2021,Far Northern,Hospitalised,0 to 16,Male,Motorcyclist,1
2022,North Coast,Minor injury,40 to 49,Male,Bicyclist,1
2021,Central,Fatality,40 to 49,Male,Driver,1
2021,Far Northern,Fatality,30 to 39,Male,Motorcyclist,1
2021,Far Northern,Medically treated,40 to 49,Male,Passenger,1
2022,Brisbane,Minor injury,50 to 59,Male,Pedestrian,1
2021,North Coast,Minor injury,75 and over,Male,Motorcyclist,1
2021,Far Northern,Hospitalised,0 to 16,Female,Driver,1
2022,Brisbane,Medically treated,0 to 16,Female,Pedestrian,1
2022,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,1
2022,South Eastern,Medically treated,50 to 59,Female,Motorcyclist,1
2020,Southern,Fatality,60 to 74,Male,Pedestrian,1
2020,Far Northern,Medically treated,25 to 29,Female,Other,1
2020,Central,Fatality,60 to 74,Male,Driver,1
2015,Central,Hospitalised,0 to 16,Male,Pedestrian,1
2020,North Coast,Minor injury,17 to 24,Female,Motorcyclist,1
2017,Southern,Minor injury,30 to 39,Female,Motorcyclist,1
2016,Brisbane,Medically treated,0 to 16,Male,Driver,1
2017,Brisbane,Minor injury,50 to 59,Female,Pedestrian,1
2018,North Coast,Minor injury,50 to 59,Female,Other,1
2017,Brisbane,Medically treated,50 to 59,Female,Pedestrian,1
2018,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,1
2017,Southern,Medically treated,75 and over,Female,Pedestrian,1
2017,Brisbane,Minor injury,60 to 74,Male,Pedestrian,1
2017,Central,Minor injury,60 to 74,Female,Driver,1
2017,Central,Minor injury,Unknown,Unknown,Passenger,1
2001,North Coast,Fatality,40 to 49,Female,Pedestrian,1
2001,Southern,Medically treated,50 to 59,Male,Passenger,2
2001,Far Northern,Fatality,40 to 49,Female,Passenger,2
2014,Brisbane,Minor injury,Unknown,Unknown,Passenger,1
2016,Brisbane,Minor injury,Unknown,Unknown,Motorcyclist,1
2013,Brisbane,Minor injury,17 to 24,Male,Passenger,11
2013,South Eastern,Medically treated,0 to 16,Female,Bicyclist,1
2014,South Eastern,Medically treated,30 to 39,Male,Driver,103
2015,South Eastern,Medically treated,17 to 24,Female,Driver,128
2014,Far Northern,Medically treated,60 to 74,Male,Driver,22
2014,North Coast,Hospitalised,25 to 29,Male,Driver,43
2015,Southern,Hospitalised,60 to 74,Male,Driver,39
2019,Central,Medically treated,17 to 24,Male,Bicyclist,3
2019,Far Northern,Hospitalised,17 to 24,Female,Passenger,19
2012,North Coast,Medically treated,75 and over,Female,Passenger,15
2012,North Coast,Minor injury,40 to 49,Male,Bicyclist,4
2019,Southern,Medically treated,50 to 59,Female,Passenger,14
2019,Brisbane,Minor injury,50 to 59,Female,Driver,50
2019,South Eastern,Hospitalised,17 to 24,Male,Passenger,24
2019,Central,Medically treated,30 to 39,Male,Driver,15
2018,South Eastern,Minor injury,50 to 59,Female,Driver,30
2019,South Eastern,Minor injury,30 to 39,Male,Driver,52
2017,North Coast,Minor injury,17 to 24,Male,Passenger,16
2019,South Eastern,Minor injury,17 to 24,Male,Driver,50
